--------------------
BDMEP - INMET
--------------------
Estação           : RECIFE  CURADO  - PE (OMM: 82900)
Latitude  (graus) : -8.05
Longitude (graus) : -34.95
Altitude  (metros): 10.00
Estação Operante
Inicio de operação: 07/07/1961
Periodo solicitado dos dados: 01/01/1980 a 31/12/2017
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82900;11/12/1996;0000;;30.7;;9.8;5.9;26.78;65.75;2.733333;
82900;11/12/1996;1200;0;;22;;;;;;
82900;12/12/1996;0000;;30.7;;9.6;6.2;26.74;71.25;1.833333;
82900;12/12/1996;1200;0;;20.6;;;;;;
82900;13/12/1996;0000;;30.8;;7.9;6.2;27.12;76.25;2.166667;
82900;13/12/1996;1200;0;;21.9;;;;;;
82900;14/12/1996;0000;;30.9;;7.7;5.8;27.74;75;3.866667;
82900;14/12/1996;1200;0;;23.6;;;;;;
82900;15/12/1996;0000;;31.4;;8.4;6;27.58;70.5;3.566667;
82900;15/12/1996;1200;0;;22.3;;;;;;
82900;16/12/1996;0000;;31.3;;9.4;8.7;28.2;69.75;3.933333;
82900;16/12/1996;1200;0.2;;26;;;;;;
82900;17/12/1996;0000;;29.9;;6.5;6.9;26.92;75.5;2.733333;
82900;17/12/1996;1200;0.5;;23.4;;;;;;
82900;18/12/1996;0000;;30.7;;7.7;4.9;27.26;76.75;2.833333;
82900;18/12/1996;1200;3.1;;22.3;;;;;;
82900;19/12/1996;0000;;30.9;;10.5;8.1;28.14;68.75;2.633333;
82900;19/12/1996;1200;0;;25.6;;;;;;
82900;20/12/1996;0000;;30.5;;10.3;8.2;28.02;68.25;3.4;
82900;20/12/1996;1200;0;;26.2;;;;;;
82900;21/12/1996;0000;;30.2;;9.9;7.2;27.12;68.5;3.933333;
82900;21/12/1996;1200;1.4;;23.1;;;;;;
82900;22/12/1996;0000;;31.5;;9.8;5.8;27.52;70.5;2.933333;
82900;22/12/1996;1200;0;;22;;;;;;
82900;23/12/1996;0000;;30.8;;9.1;5;27.58;72.75;3.2;
82900;23/12/1996;1200;0.5;;22.8;;;;;;
82900;24/12/1996;0000;;30.4;;8.8;6.8;27.54;73.25;3.6;
82900;24/12/1996;1200;0;;24;;;;;;
82900;25/12/1996;0000;;30.4;;9.8;7.2;27.34;66.75;2.666667;
82900;25/12/1996;1200;0;;23.6;;;;;;
82900;26/12/1996;0000;;30.2;;1.4;6.6;26.74;74.25;3.4;
82900;26/12/1996;1200;0;;21.4;;;;;;
82900;27/12/1996;0000;;30.7;;9.5;5.1;27.7;73;3.433333;
82900;27/12/1996;1200;0.2;;25;;;;;;
82900;28/12/1996;0000;;31.4;;8.8;7.4;27.68;70.75;3.333333;
82900;28/12/1996;1200;0;;23;;;;;;
82900;29/12/1996;0000;;30.4;;6.8;5.2;27.5;79.75;2.566667;
82900;29/12/1996;1200;15.9;;23.8;;;;;;
82900;30/12/1996;0000;;30.7;;8.1;5.5;27.78;75.25;2.133333;
82900;30/12/1996;1200;0.3;;24.8;;;;;;
82900;31/12/1996;0000;;30.8;;8.1;4.3;27.52;75.75;2.233333;
82900;31/12/1996;1200;0;;23;;;;;;
82900;01/01/1997;0000;;31;;9;4.5;27.68;74.75;3.533333;
82900;01/01/1997;1200;0.5;;23.2;;;;;;
82900;02/01/1997;0000;;31;;9.8;6.2;28.32;70.5;2.9;
82900;02/01/1997;1200;0;;26;;;;;;
82900;03/01/1997;0000;;30.6;;5;8.3;26.58;88;1.033333;
82900;03/01/1997;1200;0;;23.2;;;;;;
82900;04/01/1997;0000;;30.5;;8.5;2.8;26.96;78.25;2.133333;
82900;04/01/1997;1200;1.9;;22.2;;;;;;
82900;05/01/1997;0000;;31.2;;7.7;4.8;27.76;75;2.7;
82900;05/01/1997;1200;0.3;;24;;;;;;
82900;06/01/1997;0000;;31.7;;9.5;6.2;28.12;73;3.6;
82900;06/01/1997;1200;0;;23.7;;;;;;
82900;07/01/1997;0000;;31.8;;9.8;7.8;28.28;69.75;2.566667;
82900;07/01/1997;1200;0;;24.5;;;;;;
82900;08/01/1997;0000;;31.3;;10.5;7.7;28.26;73;2.866667;
82900;08/01/1997;1200;0;;26.2;;;;;;
82900;09/01/1997;0000;;31;;7.9;7.5;28.28;69.5;3.9;
82900;09/01/1997;1200;0.6;;26;;;;;;
82900;10/01/1997;0000;;31;;9.3;8.3;28.02;72.75;3.333333;
82900;10/01/1997;1200;3.7;;25.8;;;;;;
82900;11/01/1997;0000;;31.2;;9.7;5.3;27.42;70.75;2.4;
82900;11/01/1997;1200;0;;22.7;;;;;;
82900;12/01/1997;0000;;31.5;;9.9;8.6;28.08;69;2.433333;
82900;12/01/1997;1200;0;;22.4;;;;;;
82900;13/01/1997;0000;;31.2;;7.3;4.6;28.2;70.75;3.6;
82900;13/01/1997;1200;0.3;;25;;;;;;
82900;14/01/1997;0000;;31.4;;9.1;7.3;27.78;66.75;3.6;
82900;14/01/1997;1200;0;;23.8;;;;;;
82900;15/01/1997;0000;;31.5;;9.5;7.7;27.64;69.75;2.833333;
82900;15/01/1997;1200;0;;23.2;;;;;;
82900;16/01/1997;0000;;30.9;;9.2;7.4;28.18;66;2.633333;
82900;16/01/1997;1200;0.4;;26.4;;;;;;
82900;17/01/1997;0000;;30.8;;7.4;8.5;27.2;66.25;2.9;
82900;17/01/1997;1200;0;;21.2;;;;;;
82900;18/01/1997;0000;;31.8;;8.7;6.6;27.66;68.75;3.466667;
82900;18/01/1997;1200;0;;22.8;;;;;;
82900;19/01/1997;0000;;31.3;;7.4;8.3;27.56;71.25;2.1;
82900;19/01/1997;1200;0;;22.8;;;;;;
82900;20/01/1997;0000;;31.7;;8.2;7;27.86;72;3.2;
82900;20/01/1997;1200;0;;23.7;;;;;;
82900;21/01/1997;0000;;30.2;;1.4;7;26.84;80;1.8;
82900;21/01/1997;1200;16.2;;24;;;;;;
82900;22/01/1997;0000;;31.2;;3.4;3.3;27.26;74;2.133333;
82900;22/01/1997;1200;0.4;;22.9;;;;;;
82900;23/01/1997;0000;;31.5;;5.7;5.6;27.84;69.25;2.8;
82900;23/01/1997;1200;0;;23.7;;;;;;
82900;24/01/1997;0000;;31.4;;4.8;5.7;27.64;73.5;2.266667;
82900;24/01/1997;1200;0;;23.7;;;;;;
82900;25/01/1997;0000;;30.8;;5.4;5.3;27.42;70.25;2.966667;
82900;25/01/1997;1200;0;;23;;;;;;
82900;26/01/1997;0000;;31.2;;7;5.6;27.78;68.75;3.133333;
82900;26/01/1997;1200;0;;23.6;;;;;;
82900;27/01/1997;0000;;30.9;;9.6;10.7;27.58;66.5;3.9;
82900;27/01/1997;1200;1;;23.6;;;;;;
82900;28/01/1997;0000;;31;;9.7;6.8;27.34;69.5;3.066667;
82900;28/01/1997;1200;0;;21.4;;;;;;
